id,for_user_id,round_id,item,idea_content,rater1,rater2,rater3,rater4
20098,2010,1,box,Bed,1,1,1,1
20099,2010,1,box,House,1,1,1,1
20100,2010,1,box,Vehicle,2,1,1,2
20101,2010,1,box,Pillow,1,1,2,2
20102,2010,1,box,Chair,1,1,1,1
20103,2010,1,box,Stage,2,2,2,3
20104,2010,1,box,Step,1,1,1,1
20105,2010,1,box,Arm Rest,2,1,2,3
20106,2011,1,box,hat,1,1,1,1
20107,2011,1,box,instrument,1,1,2,2
20108,2011,1,box,weapon,1,1,1,1
20109,2011,1,box,Building Material,1,1,1,2
20110,2012,1,box,as a weight,2,1,2,1
20111,2012,1,box,shelter,1,1,1,1
20112,2012,1,box,to climb on,1,1,2,1
20113,2012,1,box,as a floor rug,2,1,2,2
20114,2012,1,box,bulletproof material,2,1,2,2
20115,2012,1,box,make a plane out of,1,1,1,3
20116,2012,1,box,a ramp to use for tricks/stunts,2,2,2,3
20117,2012,1,box,As a mini fridge stand  a ladder  shelter,1,1,2,2
20118,2012,1,box,make a car out of,1,1,1,2
20119,2012,1,box,to cut and from other objects from,1,1,2,1
20120,2013,1,box,flower pot,2,2,2,2
20121,2013,1,box,build a mansion,1,1,2,2
20122,2013,1,box,build a raft,2,2,1,3
20123,2014,1,box,table,1,1,1,1
20124,2014,1,box,seat,1,1,1,1
20125,2014,1,box,temporary/disposable plates,3,2,2,2
20126,2014,1,box,organizer for computer wires,2,1,1,2
20127,2014,1,box,biodegradable portable garden,3,3,3,3
20128,2014,1,box,step stool,1,1,1,1
20129,2014,1,box,reconstructed as a wagon,2,2,1,3
20130,2014,1,box,fairy village,2,4,3,3
20131,2014,1,box,giant Lego,3,3,3,3
20132,2014,1,box,pet house,1,1,1,1
20133,2014,1,box,makeshift armor,1,1,2,2
20134,2015,1,box,table,1,1,1,1
20135,2015,1,box,bed,1,1,1,1
20136,2015,1,box,car,1,1,1,2
20137,2015,1,box,chairs,1,1,1,1
20138,2015,1,box,costume,1,1,1,2
20139,2015,1,box,football,1,1,2,1
20140,2015,1,box,skirt,1,1,2,2
20141,2015,1,box,scarf,1,1,2,2
20142,2015,1,box,robot suit,2,1,2,2
20143,2015,1,box,ceiling storage,2,1,1,1
20144,2016,1,box,hat,1,1,1,1
20145,2016,1,box,belt,2,2,2,2
20146,2016,1,box,robot,2,1,2,2
20147,2017,1,box,fort,1,1,1,1
20148,2017,1,box,drawer,2,1,1,2
20149,2017,1,box,jewelry,1,1,1,1
20150,2017,1,box,bed,1,1,1,1
20151,2017,1,box,car,1,1,1,2
20152,2017,1,box,helmet,1,1,2,2
20153,2017,1,box,robot,2,1,2,2
20154,2017,1,box,wardrobe,1,1,1,2
20155,2017,1,box,shelter,1,1,1,1
20156,2017,1,box,spaceship,1,1,1,2
20157,2017,1,box,cabinet,1,1,1,2
20158,2017,1,box,habitat,2,1,1,1
20159,2018,1,box,a house,1,1,1,1
20160,2018,1,box,dress,1,1,1,1
20161,2018,1,box,robot costume,2,1,2,2
20162,2018,1,box,packing peanuts,1,1,1,2
20163,2018,1,box,as bread slices,1,1,3,2
20164,2018,1,box,a very large die,3,3,4,3
20165,2019,1,box,Hat,1,1,1,1
20166,2019,1,box,Fan,2,2,2,3
20167,2019,1,box,Pillow,1,1,2,2
20168,2019,1,box,Chair,1,1,1,1
20169,2019,1,box,Ladder,1,1,2,2
20170,2019,1,box,Umbrella,1,1,1,2
20171,2019,1,box,Dogs house,1,1,1,1
20172,2020,1,box,tent,2,1,1,2
20173,2020,1,box,cave,2,1,2,2
20174,2020,1,box,playground,1,1,1,1
20175,2020,1,box,boat,1,1,1,2
20176,2020,1,box,puppet stage,2,3,2,3
20177,2020,1,box,step stool,1,1,1,1
20178,2020,1,box,cat holder,1,1,1,1
20179,2021,1,box,mask,1,2,2,3
20180,2021,1,box,step stool,1,1,1,1
20181,2021,1,box,create a dam,2,2,3,3
20182,2021,1,box,Play toy i.e. Fort  Rocketship,2,1,1,2
20183,2021,1,box,Cat house,1,1,1,1
20184,2021,1,box,Kindling material for fire,2,2,1,2
20185,2022,1,box,a hat,1,1,2,1
20186,2022,1,box,Have it house a computer,2,1,2,2
20187,2022,1,box,Line with a plastic bag so you can carry fish more easily,4,3,2,4
20188,2022,1,box,have the top and sides fold out so its flat and has a diorama inside,2,2,2,3
20189,2023,1,box,Fan,2,2,2,3
20190,2023,1,box,Airplane,1,1,2,2
20191,2023,1,box,Bench,1,1,1,2
20192,2023,1,box,Canvas,1,1,1,2
20193,2023,1,box,Clothing,1,1,1,1
20194,2023,1,box,Instrument,1,1,2,2
20195,2023,1,box,Sled,1,1,1,1
20196,2023,1,box,Shelter,1,1,1,1
20197,2023,1,box,Planter for plants,2,2,2,2
20198,2023,1,box,Blanket,1,1,2,2
20199,2024,1,box,desk,1,1,1,2
20200,2024,1,box,table,1,1,1,1
20201,2024,1,box,frame,2,1,2,3
20202,2024,1,box,Fort,1,1,1,1
20203,2024,1,box,Wall,1,1,2,1
20204,2024,1,box,house,1,1,1,1
20205,2024,1,box,bumper,4,2,2,2
20206,2024,1,box,cabinet,1,1,1,2
20207,2024,1,box,shield,1,1,2,2
20208,2024,1,box,ball pin,1,1,1,3
20209,2025,1,box,hat,1,1,1,1
20210,2025,1,box,table,1,1,1,1
20211,2025,1,box,pet,1,1,2,1
20212,2025,1,box,house,1,1,1,1
20213,2025,1,box,car,1,1,1,2
20214,2025,1,box,shelf,2,1,1,2
20215,2025,1,box,stool,1,1,1,1
20216,2025,1,box,wagon,2,2,1,3
20217,2025,1,box,train,1,1,2,2
20218,2025,1,box,doghouse,1,1,1,1
20219,2025,1,box,playhouse,1,1,1,1
20220,2025,1,box,spaceship,1,1,1,2
20221,2025,1,box,umbrella,1,1,1,2
20222,2025,1,box,surfboard,2,2,2,3
20223,2025,1,box,dog bed,1,1,1,1
20224,2026,1,box,To use to make yourself into a rowboat,2,1,2,2
20225,2026,1,box,Use it to play games,1,1,1,1
20226,2026,1,box,To use as a peg leg,3,3,3,3
20227,2026,1,box,Put a cat in it,1,1,1,1
20228,2026,1,box,To make into a Halloween outfit,1,2,2,2
20229,2026,1,box,Hide small presents inside,1,1,2,2
20230,2026,1,box,To Paint for a center piece,3,2,2,2
20231,2026,1,box,To put it on top of your pets,1,1,2,1
20232,2026,1,box,To fit a person inside,1,1,1,1
20233,2026,1,box,To put on top of a person,1,1,2,1
20234,2027,1,box,Use it as a floor mate,1,1,1,2
20235,2027,1,box,Can be used when cleaning to et in between small cracks and corners,3,4,2,3
20236,2027,1,box,Can be used to prevent scratches on floor,3,3,2,2
20237,2027,1,box,use it as a homemade picture frame,2,2,2,3
20238,2027,1,box,Use it as a way to relax Put it over your head and think,2,2,2,3
20239,2028,1,box,table,1,1,1,1
20240,2028,1,box,audio,2,2,2,3
20241,2028,1,box,bed,1,1,1,1
20242,2028,1,box,canvas,1,1,1,2
20243,2028,1,box,platform,1,2,2,2
20244,2028,1,box,chair,1,1,1,1
20245,2028,1,box,boat,1,1,1,2
20246,2028,1,box,Shield,1,1,2,2
20247,2028,1,box,time machine,2,1,2,2
20248,2029,1,box,hat,1,1,1,1
20249,2029,1,box,hat,1,1,1,1
20250,2029,1,box,weapon,1,1,1,1
20251,2029,1,box,pedestal,1,1,2,2
20252,2029,1,box,terrarium,3,3,2,3
20253,2029,1,box,Jenga piece,3,1,2,3
20254,2029,1,box,puppet theater,2,3,2,3
20255,2029,1,box,turtle shell,3,3,2,3
20256,2029,1,box,crap collector,1,1,2,1
20257,2029,1,box,shoe holder,1,1,1,1
20258,2029,1,box,tiny house,1,1,2,1
20259,2029,1,box,brick in fort,1,1,2,1
20260,2029,1,box,pet bed,1,1,1,1
20261,2030,1,box,Fort,1,1,1,1
20262,2030,1,box,Seat,1,1,1,1
20263,2030,1,box,Play area for an animal,2,1,1,2
20264,2030,1,box,House,1,1,1,1
20265,2030,1,box,Cut up and design things with,1,1,1,2
20266,2030,1,box,Eat out of,1,1,2,1
20267,2030,1,box,Color on,1,1,1,2
20268,2030,1,box,Boat,1,1,1,2
20269,2030,1,box,Treasure Chest,2,1,2,2
20270,2030,1,box,Hideout,1,1,2,2
20271,2030,1,box,Time Capsule,2,1,2,3
20272,2030,1,box,Foot Stool,1,1,1,1
20273,2030,1,box,Part of a costume,1,1,2,2
20274,2030,1,box,Reuse for presents,1,1,1,1
20275,2031,1,box,using multiple to build a transpiration object  such as a plane,2,2,1,2
20276,2031,1,box,Poking holes in it to use as a Filter if metal,3,5,3,4
20277,2031,1,box,Fighting with a,1,2,1,3
20278,2031,1,box,House/Living,1,1,1,1
20279,2031,1,box,Using as a wheel,2,1,2,2
20280,2032,1,box,Table,1,1,1,1
20281,2032,1,box,Cage,1,1,1,1
20282,2032,1,box,House,1,1,1,1
20283,2032,1,box,goal,3,1,2,2
20284,2032,1,box,Bookcase,2,1,1,2
20285,2032,1,box,cover,1,2,1,1
20286,2032,1,box,Chair,1,1,1,1
20287,2032,1,box,Matt,1,1,1,1
20288,2033,1,box,table,1,1,1,1
20289,2033,1,box,break down and tear into pieces for a collage,1,2,2,3
20290,2033,1,box,jump on it,1,1,1,1
20291,2033,1,box,build an accordion,4,3,2,4
20292,2033,1,box,chair or stool,1,1,1,1
20293,2033,1,box,use it to go over Niagara falls,2,3,3,4
20294,2033,1,box,wear it as a hat,1,2,1,1
20295,2033,1,box,delaminate the cardboard and write a magnum opus,2,5,4,4
20296,2033,1,box,wear it as a dress,1,2,2,1
20297,2033,1,box,put it out to catch a troll,1,4,3,4
20298,2033,1,box,use it as a cape,1,2,3,2
20299,2033,1,box,break it down and sleep o it,1,1,2,1
20300,2034,1,box,hat,1,1,1,1
20301,2034,1,box,table,1,1,1,1
20302,2034,1,box,container,1,1,1,1
20303,2034,1,box,shelf,2,1,1,2
20304,2034,1,box,stool,1,1,1,1
20305,2034,1,box,costume,1,1,1,2
20306,2034,1,box,floatation device,3,3,2,3
20307,2034,1,box,barrier,1,1,1,2
20308,2034,1,box,playpen,1,1,1,2
20309,2034,1,box,organizer,1,1,1,1
20310,2034,1,box,recycling bin,1,1,1,1
20311,2034,1,box,side table,1,1,1,1
20312,2034,1,box,club house,1,1,1,3
20313,2035,1,box,floor covering painting,2,1,2,2
20314,2035,1,box,moving,1,1,1,1
20315,2035,1,box,shack,1,1,1,2
20316,2035,1,box,sled,1,1,1,1
20317,2035,1,box,mat,1,1,1,2
20318,2035,1,box,forts,1,1,1,1
20319,2035,1,box,store things,1,1,1,1
20320,2035,1,box,make signs,1,1,1,2
20321,2036,1,box,hat,1,1,1,1
20322,2036,1,box,plate,2,1,2,1
20323,2036,1,box,shoes,1,1,1,1
20324,2036,1,box,jewelry,1,1,1,1
20325,2036,1,box,house,1,1,1,1
20326,2036,1,box,food,1,1,2,1
20327,2036,1,box,tray,2,1,2,2
20328,2036,1,box,art,1,1,1,1
20329,2036,1,box,pillow,1,1,2,2
20330,2036,1,box,cup,1,1,2,2
20331,2036,1,box,cooking utensil,1,1,2,2
20332,2036,1,box,flooring,1,1,2,2
20333,2036,1,box,bedding,2,1,2,1
20334,2036,1,box,transportation,1,2,1,1
20335,2036,1,box,flotation device,3,2,2,3
20336,2036,1,box,form of communication,2,2,2,3
20337,2037,1,box,use for sledding when there is snow,1,1,1,1
20338,2037,1,box,hold your Christmas tree  so that the plastic parts fall in to the,2,1,2,3
20339,2039,1,box,hat,1,1,1,1
20340,2039,1,box,table,1,1,1,1
20341,2039,1,box,plate,2,1,2,1
20342,2039,1,box,padding,3,1,1,2
20343,2039,1,box,insulation,3,1,2,2
20344,2039,1,box,patching material,2,2,2,3
20345,2039,1,box,alternative to painters paper,1,1,2,3
20346,2039,1,box,kindling for fire,2,2,1,2
20347,2039,1,box,Halloween costume,1,1,2,2
20348,2039,1,box,cat toy,1,1,1,2
20349,2039,1,box,trash can,1,1,1,1
20350,2040,1,box,hat,1,1,1,1
20351,2040,1,box,table,1,1,1,1
20352,2040,1,box,cart,1,2,1,2
20353,2040,1,box,cart,1,2,1,2
20354,2040,1,box,lamp,2,2,2,2
20355,2040,1,box,shirt,1,1,2,1
20356,2040,1,box,armor,1,1,2,2
20357,2040,1,box,boat,1,1,1,2
20358,2040,1,box,shield,1,1,2,2
20359,2040,1,box,step stool,1,1,1,1
20360,2040,1,box,window shutter,2,2,2,2
20361,2040,1,box,door stop,1,1,2,1
20362,2040,1,box,building block,1,1,1,2
20363,2041,1,box,Put a cat in,1,1,1,1
20364,2041,1,box,take apart and use as a sled,1,2,1,1
20365,2041,1,box,put between you and someone you don't want to talk to,1,2,3,4
20366,2042,1,box,cut it and fold it into an umbrella to keep you dry,2,2,2,3
20367,2042,1,box,burn it and use the ashes mixed with water as a writing substance,2,5,3,4
20368,2042,1,box,teleportation device to transfer goods to the homeless,1,2,3,3
20369,2042,1,box,chop it up and use it as insulation,3,1,2,3
20370,2043,1,box,drum,1,2,2,3
20371,2043,1,box,guitar add strings,4,5,2,3
20372,2043,1,box,shoes Shoebox,1,1,1,1
20373,2043,1,box,sled,1,1,1,1
20374,2043,1,box,makeshift litterbox,2,1,1,2
20375,2043,1,box,lampshade,2,2,2,3
20376,2043,1,box,play mat unfolded,1,2,2,2
20377,2043,1,box,flower pot,2,2,2,2
20378,2043,1,box,Cut into wings,2,2,2,3
20379,2043,1,box,racecar,1,2,1,2
20380,2043,1,box,dog bed,2,1,1,1
20381,2043,1,box,art canvas,1,1,2,2
20382,2043,1,box,shelter/cover,1,1,1,1
20383,2043,1,box,play house,1,1,1,1
20384,2044,1,box,hat,1,1,1,1
20385,2044,1,box,car,1,1,1,2
20386,2044,1,box,super Mario costume,2,3,3,3
20387,2044,1,box,used to lock up ghosts,3,3,3,4
20388,2044,1,box,sled,1,1,1,1
20389,2044,1,box,haute couture,1,3,2,3
20390,2044,1,box,interdimensional portal,2,3,3,4
20391,2044,1,box,Time machine,2,1,2,2
20392,2044,1,box,tubes connecting a tree house,4,1,3,3
20393,2045,1,box,painting drop cloth,2,2,2,3
20394,2045,1,box,square edge for measurement,3,3,2,3
20395,2045,1,box,snow sled,1,1,1,1
20396,2045,1,box,Halloween costume,1,1,2,2
20397,2045,1,box,Dog Bed,2,1,1,1
20398,2045,1,box,degradable planting container,3,3,3,4
20399,2045,1,box,exercise tool,2,2,1,1
20400,2045,1,box,child's toy racecar,3,1,1,3
20401,2046,1,box,Cutting it into smaller squares and adding more sides to those until you have multiple tiny,2,1,4,2
20402,2046,1,box,Grating it with a cheese grater,2,3,3,4
20403,2046,1,box,cutting of the flaps and strapping them on the back of a squirrel and pretending its a bird,3,4,3,4
20404,2046,1,box,dinner plate,2,1,2,2
20405,2046,1,box,Soggy hat in the rain,2,2,2,3
20406,2046,1,box,Get a lot of them in different sizes and make Russian Nesting Dolls,3,4,2,4
20407,2047,1,box,window,1,1,2,2
20408,2047,1,box,tv,2,1,1,2
20409,2047,1,box,drum,1,2,2,3
20410,2047,1,box,bed,1,1,1,1
20411,2047,1,box,mind,1,1,3,1
20412,2047,1,box,instrument,1,1,2,2
20413,2047,1,box,spaceship,1,1,1,2
20414,2047,1,box,learning,1,1,1,1
20415,2047,1,box,boat,1,1,1,2
20416,2047,1,box,UFO,2,2,2,2
20417,2047,1,box,treasure chest,2,1,2,2
20418,2047,1,box,black hole,2,3,3,3
20419,2047,1,box,balance beam,2,3,2,2
20420,2047,1,box,step stool,1,1,1,1
20421,2047,1,box,cat house,1,1,1,1
20422,2047,1,box,computer screen,1,1,2,2
20423,2047,1,box,Christmas present,1,1,2,1
20424,2048,1,box,as a demonstration of the concept of volume,3,1,3,3
20425,2048,1,box,as a vehicle,1,1,1,2
20426,2048,1,box,as compost material,3,3,2,2
20427,2048,1,box,as a time machine,1,1,2,2
20428,2048,1,box,as material for a sculpture,1,2,2,2
20429,2048,1,box,as a form of shelter,1,1,1,1
20430,2048,1,box,as a last name,2,1,3,3
20431,2048,1,box,as tinder to start a fire,1,2,1,2
20432,2048,1,box,as a piece of clothing,1,1,2,1
20433,2049,1,box,Seat,1,1,1,1
20434,2049,1,box,Theme for a theme park,3,3,3,3
20435,2049,1,box,Sled,1,1,1,1
20436,2049,1,box,Cave,2,1,2,2
20437,2049,1,box,Shovel,1,2,2,3
20438,2049,1,box,Treasure Chest,2,1,2,2
20439,2049,1,box,Habitat for a mouse,2,1,2,2
20440,2049,1,box,Rocket Fuel,1,1,2,3
20441,2049,1,box,Board as in a blackboard for a classroom,1,1,2,3
20442,2050,1,box,imaginary cave,2,1,2,3
20443,2050,1,box,cat playhouse,1,1,1,2
20444,2050,1,box,play tunnel,2,1,2,2
20445,2050,1,box,alien helmet,2,1,2,2
20446,2050,1,box,drawing canvas,1,1,1,2
20447,2050,1,box,garden compost,3,4,2,3
20448,2050,1,box,giant dice,3,3,3,3
20449,2051,1,box,hat,1,1,1,1
20450,2051,1,box,locker,1,1,1,2
20451,2051,1,box,house,1,1,1,1
20452,2051,1,box,canvas,1,1,1,2
20453,2051,1,box,home for a vagabond,1,1,1,1
20454,2051,1,box,cat scratching post,1,1,1,3
20455,2051,1,box,wardrobe,1,1,1,2
20456,2051,1,box,trampoline,3,3,2,3
20457,2051,1,box,ant kingdom,3,3,2,4
20458,2051,1,box,snake house,2,1,2,2
20459,2051,1,box,keeping towels,1,1,1,1
20460,2051,1,box,imaginarium,3,1,2,3
20461,2051,1,box,dinner plate,2,1,2,2
20462,2051,1,box,pretend car,1,1,1,2
20463,2051,1,box,graffiti target,2,1,2,3
20464,2051,1,box,keeping clothes,1,1,1,1
20465,2051,1,box,pet house,1,1,1,1
20466,2051,1,box,storing letters,1,1,1,1
20467,2051,1,box,trash can,1,1,1,1
20468,2051,1,box,shooting practice,1,1,2,2
20469,2051,1,box,use it for exercise,2,1,1,1
20470,2051,1,box,play house,1,1,1,1
20471,2051,1,box,book bag,2,1,2,2
20472,2052,1,box,House,1,1,1,1
20473,2052,1,box,Mouse Catcher,2,1,2,3
20474,2052,1,box,Step Stool,1,1,1,1
20475,2053,1,box,Door,1,1,2,1
20476,2053,1,box,Computer,2,1,2,2
20477,2053,1,box,Wall,1,1,2,1
20478,2053,1,box,Toilet,2,1,1,1
20479,2053,1,box,Airplane,1,1,2,2
20480,2053,1,box,Bed,1,1,1,1
20481,2053,1,box,Car,1,1,1,2
20482,2053,1,box,Bench,1,1,1,2
20483,2053,1,box,Furniture,1,1,1,1
20484,2053,1,box,Oven,1,1,2,3
20485,2053,1,box,Refrigerator,1,1,2,2
20486,2053,1,box,Sink,1,1,2,1
20487,2053,1,box,Stove,1,1,2,2
20488,2053,1,box,Clock,2,2,2,2
20489,2053,1,box,Fork,1,1,2,1
20490,2053,1,box,Weapon,1,1,1,1
20491,2053,1,box,Rank,1,1,1,1
20492,2053,1,box,Bus,1,1,2,2
20493,2053,1,box,Classroom,1,1,2,2
20494,2053,1,box,Shelter,1,1,1,1
20495,2053,1,box,Pail,1,1,1,2
20496,2053,1,box,Raft,2,2,1,2
20497,2053,1,box,Boat,1,1,1,2
20498,2053,1,box,Flooring,1,1,2,2
20499,2053,1,box,Shovel,1,2,2,3
20500,2053,1,box,Blanket,1,1,2,2
20501,2053,1,box,Roofing,2,1,2,3
20502,2053,1,box,Writing Utensil,1,1,2,2
20503,2053,1,box,Dog Cage,1,1,1,1
20504,2053,1,box,Gas Pump,2,2,2,3
20505,2053,1,box,Power Outlet,1,1,2,3
20506,2053,1,box,Vending Machine,4,2,2,3
20507,2053,1,box,Food Storage,1,1,1,1
20508,2053,1,box,Presentation Platform,1,3,2,3
20509,2053,1,box,Cell Phone,1,2,2,2
20510,2054,1,box,room,1,1,2,1
20511,2054,1,box,as a ball,1,1,2,1
20512,2054,1,box,a table,1,1,1,1
20513,2054,1,box,food,1,1,2,1
20514,2054,1,box,roll in,1,1,2,2
20515,2054,1,box,sit on,1,1,1,1
20516,2054,1,box,a stand,1,1,1,1
20517,2054,1,box,lighting,2,1,2,3
20518,2054,1,box,cushion,2,1,2,2
20519,2054,1,box,stair,1,1,2,1
20520,2054,1,box,speaker holder,2,1,2,2
20521,2054,1,box,to play fetch,1,1,1,1
20522,2055,1,box,hat,1,1,1,1
20523,2055,1,box,table,1,1,1,1
20524,2055,1,box,crate,1,1,1,1
20525,2055,1,box,storage,1,1,1,1
20526,2055,1,box,sled,1,1,1,1
20527,2055,1,box,boat,1,1,1,2
20528,2055,1,box,lamp shade,2,2,2,3
20529,2055,1,box,floor cover,2,1,2,2
20530,2055,1,box,filing cabinet,2,1,1,3
20531,2056,1,box,table,1,1,1,1
20532,2056,1,box,house,1,1,1,1
20533,2056,1,box,garden,2,2,1,2
20534,2056,1,box,stool,1,1,1,1
20535,2056,1,box,sled,1,1,1,1
20536,2056,1,box,lunchbox,1,1,1,1
20537,2056,1,box,puppet show,2,3,2,3
20538,2056,1,box,plant pot,2,2,2,2
20539,2056,1,box,baby bed,2,1,2,2
20540,2056,1,box,paint face on,1,1,2,2
20541,2056,1,box,dog house,1,1,1,1
20542,2057,1,box,Fort,1,1,1,1
20543,2057,1,box,House,1,1,1,1
20544,2057,1,box,sled,1,1,1,1
20545,2057,1,box,shelter,1,1,1,1
20546,2057,1,box,Frisbee target,1,2,2,3
20547,2057,1,box,lacrosse goal,3,1,2,3
20548,2057,1,box,Hiding spot,1,1,2,2
20549,2057,1,box,puppet house,2,3,2,3
20550,2057,1,box,jump out of to surprise,1,1,2,2
20551,2057,1,box,hockey goal,3,1,2,3
20552,2057,1,box,soccer goal,3,1,2,3
20553,2057,1,box,shooting target,1,1,2,2
20554,2057,1,box,put present in,1,1,1,1
20555,2058,1,box,Throw it like a ball,1,1,2,1
20556,2058,1,box,Use it to jack up a car,1,2,2,2
20557,2058,1,box,Make a beehive,4,3,3,3
20558,2058,1,box,Make a shower curtain,2,1,3,3
20559,2058,1,box,Sit on it,1,1,1,1
20560,2058,1,box,raft,2,2,1,2
20561,2058,1,box,Keep a snake in it,2,1,2,1
20562,2058,1,box,Make a maze,2,2,2,4
20563,2058,1,box,bird feeder,3,2,2,3
20564,2058,1,box,Wear as a hat,1,2,1,1
20565,2058,1,box,Wear it as a costume,1,2,1,2
20566,2058,1,box,Use it as a sled,1,1,1,1
20567,2058,1,box,Practice boxing,2,3,2,3
20568,2059,1,box,paper,1,1,1,2
20569,2059,1,box,hat,1,1,1,1
20570,2059,1,box,container,1,1,1,1
20571,2059,1,box,roof,2,1,2,3
20572,2059,1,box,fort,1,1,1,1
20573,2059,1,box,seat,1,1,1,1
20574,2059,1,box,house,1,1,1,1
20575,2059,1,box,suitcase,1,1,1,2
20576,2059,1,box,fence,1,1,2,3
20577,2059,1,box,costume,1,1,1,2
20578,2059,1,box,hide,1,1,2,2
20579,2059,1,box,kite,3,2,2,3
20580,2059,1,box,throne,2,2,2,3
20581,2059,1,box,calendar,1,1,2,3
20582,2059,1,box,mat,1,1,1,2
20583,2059,1,box,divider,1,1,2,2
20584,2059,1,box,umbrella,1,1,1,2
20585,2059,1,box,surfboard,2,2,2,3
20586,2059,1,box,filler material,2,2,1,2
20587,2059,1,box,flower bed,2,2,2,2
20588,2059,1,box,fire starter,1,2,1,2
20589,2059,1,box,paper towel,1,1,2,3
20590,2060,1,box,fake fire place,1,3,2,3
